closest_abs	Full_HA_SI06_H1_avg_enrich	Full_HA_MI15_H1_avg_enrich	Full_HA_SP16_H3_avg_enrich	Full_HA_QH_H5_avg_enrich	Full_HA_SH_H7_avg_enrich	Full_HA_Phu_FluB_avg_enrich	Full_HA_Lee_FluB_avg_enrich	Full_HA_H1_stem_avg_enrich	Full_HA_H3_stem_avg_enrich	CR9114_compitition_SI06_H1_avg_enrich	CR9114_compitition_MI15_H1_avg_enrich	CR9114_compitition_QH_H5_avg_enrich	CR9114_compitition_SH_H7_avg_enrich	CR9114_compitition_Phu_FluB_avg_enrich	CR9114_compitition_Lee_FluB_avg_enrich	Full_HA_SI06_H1_avg_enrich_normalized	Full_HA_MI15_H1_avg_enrich_normalized	Full_HA_SP16_H3_avg_enrich_normalized	Full_HA_QH_H5_avg_enrich_normalized	Full_HA_SH_H7_avg_enrich_normalized	Full_HA_Phu_FluB_avg_enrich_normalized	Full_HA_Lee_FluB_avg_enrich_normalized	Full_HA_H1_stem_avg_enrich_normalized	Full_HA_H3_stem_avg_enrich_normalized	CR9114_compitition_SI06_H1_avg_enrich_normalized	CR9114_compitition_MI15_H1_avg_enrich_normalized	CR9114_compitition_QH_H5_avg_enrich_normalized	CR9114_compitition_SH_H7_avg_enrich_normalized	CR9114_compitition_Phu_FluB_avg_enrich_normalized	CR9114_compitition_Lee_FluB_avg_enrich_normalized	Full_HA_H1_stem_avg_enrich_normalized_capped	Full_HA_H3_stem_avg_enrich_normalized_capped	Full_HA_SI06_H1_avg_enrich_normalized_capped	CR9114_compitition_SI06_H1_avg_enrich_normalized_capped	Full_HA_MI15_H1_avg_enrich_normalized_capped	CR9114_compitition_MI15_H1_avg_enrich_normalized_capped	Full_HA_SP16_H3_avg_enrich_normalized_capped	Full_HA_QH_H5_avg_enrich_normalized_capped	CR9114_compitition_QH_H5_avg_enrich_normalized_capped	Full_HA_SH_H7_avg_enrich_normalized_capped	CR9114_compitition_SH_H7_avg_enrich_normalized_capped	Full_HA_Phu_FluB_avg_enrich_normalized_capped	CR9114_compitition_Phu_FluB_avg_enrich_normalized_capped	Full_HA_Lee_FluB_avg_enrich_normalized_capped	CR9114_compitition_Lee_FluB_avg_enrich_normalized_capped
R95-2E12	0.02564708514404563	0.2531368893112873	0.16264332792854086	0.05246083335895711	0.342065734891896	0.0170859512281254	0.00660959507763473	0.268202758	0.045451666	0.0684263650909773	0.05608164534210747	0.16193243037695307	0.7384197888733626	0.03035965788534854	0.653399549753855	-0.5792678561042076	-0.6596393384286302	-0.08646795666661579	-0.5476107623076265	-0.5875689278836914	-0.4004295067443926	-0.4544064711354861	-0.9088706724823236	-0.70066787689419	-0.6044324509900698	-0.2106058310208667	-0.8647757202911962	-0.3873460553094607	-0.6916113703518779	-0.16312979193367463	-0.9088706724823236	-0.70066787689419	-0.5792678561042076	-0.6044324509900698	-0.6596393384286302	-0.2106058310208667	-0.08646795666661579	-0.5476107623076265	-0.8647757202911962	-0.5875689278836914	-0.3873460553094607	-0.4004295067443926	-0.6916113703518779	-0.4544064711354861	-0.16312979193367463
56.d.01	0.06824683554673489	0.621668934512092	0.5635768723617258	0.3660102929872815	0.706658957110718	0.03779830968848337	0.03980658859908105	0.679359074	0.132746019	0.18902707320471915	0.04306143733507824	0.33267585042920195	0.5023831739227635	0.04688784227858604	0.6183166728066809	-0.2140357080824527	0.05010897401452342	1.1837196872780411	0.6900252064350274	-0.06361206727923531	-0.24830987368478474	-0.2288989134982917	0.42888536762787993	0.2684313447255855	0.1670185482133849	-0.3199095594199841	-0.25026111181329336	-1.0090939997991542	-0.5880350139613102	-0.2687368246113719	0.42888536762787993	0.2684313447255855	-0.2140357080824527	0.1670185482133849	0.05010897401452342	-0.3199095594199841	1.1837196872780411	0.6900252064350274	-0.25026111181329336	-0.06361206727923531	-1.0090939997991542	-0.24830987368478474	-0.5880350139613102	-0.2288989134982917	-0.2687368246113719
K77-1C12	0.03878430767432141	0.26331735376250753	0.14848417354191554	0.01030547616488772	0.20806354798999988	0.04974543060133427	0.01105379941690168	0.174165346	0.086944203	0.08092877737061369	0.01687259923948244	0.16539869261445134	0.7136313919354471	0.20028088874465183	0.6756960894008217	-0.46663489561931426	-0.6400329906001693	-0.13132522341395678	-0.7140055199334874	-0.780143448978627	-0.16056556137674857	-0.4242169401003561	-1.2148348788046015	-0.2400380202329036	-0.5244578090793227	-0.5397630091301625	-0.8523004589832865	-0.45264158094885865	0.37322561035170654	-0.09601239461639272	-1.2148348788046015	-0.2400380202329036	-0.46663489561931426	-0.5244578090793227	-0.6400329906001693	-0.5397630091301625	-0.13132522341395678	-0.7140055199334874	-0.8523004589832865	-0.780143448978627	-0.45264158094885865	-0.16056556137674857	0.37322561035170654	-0.4242169401003561	-0.09601239461639272
028-10134-4D06	0.8804706434892013	2.2125816173799997	0.4314415574683758	0.6376328728362126	1.217057493781597	0.4808205777936775	0.5278817557904263	1.158458203	0.818305433	0.1507266792309523	0.13068563336232447	0.5737304483702448	1.4755834156705192	0.20042169472073912	1.011173022751772	6.749625891927984	3.114015102705885	0.7651050648883214	1.7621682588969905	0.669881587110965	3.0054183287496077	3.086601293638848	1.987703093855604	7.879176732591735	-0.0779789950272563	0.415689389428026	0.6173071483879417	1.554428824870147	0.37410799220407176	0.9138455915560117	1.987703093855604	7.879176732591735	6.749625891927984	-0.0779789950272563	3.114015102705885	0.415689389428026	0.7651050648883214	1.7621682588969905	0.6173071483879417	0.669881587110965	1.554428824870147	3.0054183287496077	0.37410799220407176	3.086601293638848	0.9138455915560117
H1N1-300-16-IgG-2E02-	0.09440091709495646	0.32873612980828004	0.08609298250944689	0.0982444380786814	0.24556814259249787	0.08445124975484136	0.10677815222006735	NA	NA	0.23763658572022775	0.17002192696762097	0.29630648320458447	0.8582637444183047	0.1835498370159452	1.075563273203803	0.010198267306992002	-0.5140443106326388	-0.32898521230929606	-0.36689466078095045	-0.7262456021492814	0.09432750088697606	0.22603968609374178	NA	NA	0.4779608103891161	0.7459148013523239	-0.38115638996682777	-0.07166311334227062	0.26837795525472125	1.1076741448372016	NA	NA	0.010198267306992002	0.4779608103891161	-0.5140443106326388	0.7459148013523239	-0.32898521230929606	-0.36689466078095045	-0.38115638996682777	-0.7262456021492814	-0.07166311334227062	0.09432750088697606	0.26837795525472125	0.22603968609374178	1.1076741448372016
051-09-4C02	0.03800300832254751	0.21712885796308284	0.337138697631737	0.06750416807462704	0.27983955945710337	0.02182435300393035	0.0194529231279578	0.153485688	0.135031502	0.0266099653497083	0.08450347520369271	0.26217974639853703	1.0652632233390442	0.05399452032096496	0.7350295515410084	-0.4733334240801376	-0.7289864679838445	0.4663465074758098	-0.4882320213714509	-0.6769941545234447	-0.365628837337091	-0.36716159642445106	-1.2821191118818172	0.2938036594310423	-0.8719209580481578	0.02799342715684211	-0.5039803225118082	0.4735976317177441	-0.5434999458523394	0.08259413427673834	-1.2821191118818172	0.2938036594310423	-0.4733334240801376	-0.8719209580481578	-0.7289864679838445	0.02799342715684211	0.4663465074758098	-0.4882320213714509	-0.5039803225118082	-0.6769941545234447	0.4735976317177441	-0.365628837337091	-0.5434999458523394	-0.36716159642445106	0.08259413427673834
C1-C02	0.04688693758803984	0.1206974524606452	0.0289269079785313	0.09355105571016134	0.535398633542717	0.02919362079726683	0.03670795274878226	0.311137757	0.10878107	0.03664314309511535	0.17175884696736338	0.6180037897047486	1.0761853811431052	0.08469717318502427	0.6002780561582846	-0.39716639169526563	-0.9147017353891091	-0.5100916388734344	-0.38542028299451936	-0.3097302505430402	-0.3115060625316111	-0.24994798235919644	-0.7691754957107338	0.002384199361467648	-0.8077413597859302	0.76049612231127806	0.7766492478249548	0.5023678679181247	-0.35109714833243666	-0.32303695457836695	-0.7691754957107338	0.002384199361467648	-0.39716639169526563	-0.8077413597859302	-0.9147017353891091	0.76049612231127806	-0.5100916388734344	-0.38542028299451936	0.7766492478249548	-0.3097302505430402	0.5023678679181247	-0.3115060625316111	-0.35109714833243666	-0.24994798235919644	-0.32303695457836695
042-100809-3D03	0.12664589274150792	0.4129165600983715	0.11582195155647627	0.12978215520731012	0.4144683318797271	0.11250070375336856	0.1425202581043222	0.821587004	0.338371545	0.20222357051733125	0.0892298992833072	0.196856489118868	0.9422790734223812	0.12370408562742058	0.8567663457063415	0.2866529790593807	-0.3519229452936322	-0.2348016008977476	-0.24240963332566393	-0.48351916747814766	0.3003336231711576	0.4688362211944644	0.8916443355087752	2.5511853871520977	0.25143306946311794	0.06767142413034091	-0.7390821838862222	0.1496430519102798	-0.10665445767112286	0.44904816308557066	0.8916443355087752	2.5511853871520977	0.2866529790593807	0.25143306946311794	-0.3519229452936322	0.06767142413034091	-0.2348016008977476	-0.24240963332566393	-0.7390821838862222	-0.48351916747814766	0.1496430519102798	0.3003336231711576	-0.10665445767112286	0.4688362211944644	0.44904816308557066
R95-2B05	0.12777982096079307	0.9246316865594464	1.2817907875503471	0.2802058056764838	0.3898616731263724	0.11609081954251664	0.1461641437384723	0.382395615	0.425037734	0.10773192809221724	0.09724495976176024	0.43575001445986183	0.4976219247012432	0.10542679362177151	0.5547993447558943	0.29637479750472673	0.6335787286774587	3.459075425026072	0.35133950147081827	-0.5188813927875223	0.32670083275436174	0.49358917808905756	-0.5373278352583643	3.5133110392048987	-0.35300510594527057	0.1349572918496864	0.12070826161325134	-1.021635684983476	-0.22119186030357052	-0.45993769303387333	-0.5373278352583643	3.5133110392048987	0.29637479750472673	-0.35300510594527057	0.6335787286774587	0.1349572918496864	3.459075425026072	0.35133950147081827	0.12070826161325134	-0.5188813927875223	-1.021635684983476	0.32670083275436174	-0.22119186030357052	0.49358917808905756	-0.45993769303387333
W85-2B03	0.07560838422671594	0.40856873754231926	0.02646345495640081	0.03091642849466317	0.3999662536302194	0.05258672399955827	0.03316139825070504	0.263771397	0.074721447	0.02335332539178547	0.11394037415273096	0.3827585181956679	0.6804092299477777	0.05580032345599615	0.8654083812421958	-0.15092091957452608	-0.36029632764164204	-0.5178960434526819	-0.6326503934293372	-0.50436010178189	-0.1396979952818611	-0.27403976773042044	-0.9232887410196892	-0.3757290806345821	-0.8927528270220614	0.27511411876951636	-0.07001093898308502	-0.5401526263502688	-0.53218360858049	0.47506255553722226	-0.9232887410196892	-0.3757290806345821	-0.15092091957452608	-0.8927528270220614	-0.36029632764164204	0.27511411876951636	-0.5178960434526819	-0.6326503934293372	-0.07001093898308502	-0.50436010178189	-0.5401526263502688	-0.1396979952818611	-0.53218360858049	-0.27403976773042044	0.47506255553722226
AG3-D06	0.07686259895428746	0.7656298762187561	0.03369071812344168	1.4296107046713913	1.211155005090496	3.2065601889067796	0.04825542603932605	0.748115667	0.134743665	0.15822256688769684	0.12762917447444497	1.344864753795438	1.0066672464754634	5.8220084943122545	0.5822432266638984	-0.14016781574876871	0.3273604010331932	-0.49499952979905454	4.888246844036079	0.6613991215688974	23.024312374647508	-0.17150586388997505	0.652594803683701	0.29060823380421674	-0.030029773889528027	0.39003063252003434	3.392660339961784	0.3192490016210025	35.60262819634909	-0.37732568439428804	0.652594803683701	0.29060823380421674	-0.14016781574876871	-0.030029773889528027	0.3273604010331932	0.39003063252003434	-0.49499952979905454	4.888246844036079	3.392660339961784	0.6613991215688974	0.3192490016210025	23.024312374647508	35.60262819634909	-0.17150586388997505	-0.37732568439428804
K77-2G06	0.19337062377011732	0.8612244464026253	0.10424149746282926	0.3054369240947385	2.002964586078856	0.20417561322165967	0.5185796294640319	0.567443487	0.102103348	0.08079702851088005	0.09153850015791896	0.40732302989131586	0.9327549250714569	0.1273876497102218	0.7976254315296007	0.8587224538658436	0.5114640244501497	-0.27148935103802063	0.4509312523960251	1.7993085421729682	0.9736298880933797	3.023411842842869	0.0647519549437151	-0.07174860499522709	-0.5253005718713087	0.08705196573492197	0.018398039134389064	0.12455533549203916	-0.08357084865815616	0.2710212451262372	0.0647519549437151	-0.07174860499522709	0.8587224538658436	-0.5253005718713087	0.5114640244501497	0.08705196573492197	-0.27148935103802063	0.4509312523960251	0.018398039134389064	1.7993085421729682	0.12455533549203916	0.9736298880933797	-0.08357084865815616	3.023411842842869	0.2710212451262372
C05	0.20987640627710047	1.500061852808956	0.18993685775581717	0.326844143812127	1.7621098748710549	0.29494185941217155	0.2407294837086566	0.785948161	0.210895295	0.1041054419562206	0.6802270543185317	0.5574559608648335	2.265680877711456	0.26597578951429063	1.5903463132981948	1.000236015396589	1.7417878918777419	0	0.5354293891315273	1.4531762757028825	1.6402525757571225	1.1359726168191477	0.7756882486617737	1.1360063932713835	-0.3762027836120844	5.02905088010728	0.5587344062318693	3.6356375944218113	0.784912598666232	2.6572822177165234	0.7756882486617737	1.1360063932713835	1.000236015396589	-0.3762027836120844	1.7417878918777419	5.02905088010728	0	0.5354293891315273	0.5587344062318693	1.4531762757028825	3.6356375944218113	1.6402525757571225	0.784912598666232	1.1359726168191477	2.6572822177165234
AG10-3C01	0.10705677643211405	0.5316814068808188	0.07363693310628022	0.32718971123201945	1.0472137371872008	0.12975642425131728	0.5375922149446243	0.738257269	0.456386925	0.21928639078330048	0.1570910039440645	0.5944529133767636	3.1045252138050947	0.1923234837575235	2.497930400924697	0.11870422443296257	-0.12319616107197189	-0.36844691428944343	0.536793405733538	0.42579915201551327	0.4270663598293733	3.152564554016154	0.620519091948045	3.8613344284899958	0.36057944139815173	0.6373606140955874	0.6918883970608404	5.845251309743896	0.323359333737071	5.389306234562459	0.620519091948045	3.8613344284899958	0.11870422443296257	0.36057944139815173	-0.12319616107197189	0.6373606140955874	-0.36844691428944343	0.536793405733538	0.6918883970608404	0.42579915201551327	5.845251309743896	0.4270663598293733	0.323359333737071	3.152564554016154	5.389306234562459
W85-1E04	0.21397504580413856	1.1674240183327924	0.0730851701205364	0.3242755122914788	0.5812235854464456	0.0706047572684803	0.08954157665070199	0.364576193	0.077894359	0.116493566308737	0.07229737981056904	0.40343911636723	0.57585363482589	0.1041350387646828	1.3412027858434912	1.0353760081025671	1.1011675041837423	-0.3701949409552307	0.5252905397003442	-0.2438752195835856	-0.007366536526446454	0.10895143061164808	-0.5953058803086868	-0.34050496310812484	-0.2969592115014454	-0.07447588323692642	0.004419628734238418	-0.8155642457108325	-0.22928683663392957	1.9073064194100213	-0.5953058803086868	-0.34050496310812484	1.0353760081025671	-0.2969592115014454	1.1011675041837423	-0.07447588323692642	-0.3701949409552307	0.5252905397003442	0.004419628734238418	-0.2438752195835856	-0.8155642457108325	-0.007366536526446454	-0.22928683663392957	0.10895143061164808	1.9073064194100213
C1-F02	0.8733658887277478	0.43294688269722426	2.3454598088436676	0.21254429094540425	1.0962065089359427	0.4161032759552507	0.22966875551584584	1.147186844	0.465383917	0.14807721367035903	0.321281189457339	0.4775506371903948	0.8182298248854497	0.14765096096700656	0.5292925664525466	6.688712745297678	-0.3133469575407044	6.828858938659298	0.08426736417528863	0.49620665636120515	2.5301092408390455	1.0608369633799823	1.9510301108665733	3.9612146343049046	-0.09492692913181495	2.0157256473926606	0.27115091588083917	-0.17711712175798988	0.043412242675485074	-0.5367186016760136	1.9510301108665733	3.9612146343049046	6.688712745297678	-0.09492692913181495	-0.3133469575407044	2.0157256473926606	6.828858938659298	0.08426736417528863	0.27115091588083917	0.49620665636120515	-0.17711712175798988	2.5301092408390455	0.043412242675485074	1.0608369633799823	-0.5367186016760136
FISW-k.01	0.2923060887028248	1.0610501817312854	0.2663852653938936	0.41247302268168107	0.9645723049093964	0.26198272284298096	0.3310760907106761	0.527029667	0.368342656	2.318403952240258	1.2969299211065777	0.48378859123921414	1.3349833359257026	0.4601435314497745	1.8803087283299456	1.7069530662832968	0.8963043125042076	0.24219430908034498	0.873421936073536	0.3070351630729377	1.39818783115246	1.7496981541233227	-0.06674020437635869	2.883910006133808	13.788082194567894	10.206227974203328	0.293601642760038	1.1840718334570872	2.0016939921803276	3.5301316788844668	-0.06674020437635869	2.883910006133808	1.7069530662832968	13.788082194567894	0.8963043125042076	10.206227974203328	0.24219430908034498	0.873421936073536	0.293601642760038	0.3070351630729377	1.1840718334570872	1.39818783115246	2.0016939921803276	1.7496981541233227	3.5301316788844668
AG13-3E05	0.12578152049845734	0.8292839497270532	0.11374655163117955	0.13696302408529148	0.7657402228334371	0.17963259997925687	0.14446504115167996	0.744558156	0.136407619	0.6103645501602074	0.21996280127666343	0.6691847688298428	0.8142554391149651	0.1405706417738259	0.6468795637436491	0.2792422189484525	0.4499504765530294	-0.24137662406045748	-0.2140654555976931	0.02129361012261812	0.7933764333379968	0.48204715473459187	0.641019931444578	0.3090806374683015	2.8622035324725044	1.1651649207469628	0.960852301383028	-0.18758611693454355	-9.576437357476596e-4	-0.18275635724286327	0.641019931444578	0.3090806374683015	0.2792422189484525	2.8622035324725044	0.4499504765530294	1.1651649207469628	-0.24137662406045748	-0.2140654555976931	0.960852301383028	0.02129361012261812	-0.18758611693454355	0.7933764333379968	-9.576437357476596e-4	0.48204715473459187	-0.18275635724286327
