closest_abs	Full_HA_SH_H7_avg_enrich	CR9114_compitition_SH_H7_avg_enrich	Full_HA_SH_H7_avg_enrich_normalized	CR9114_compitition_SH_H7_avg_enrich_normalized	competition_index
K77-2E07	2.953139402457098	1.5471620693861965	3.16480461690844	1.7429753384116002	1.908745994289204
017-10-5E01	2.7395761826920264	5.0021517778609565	2.857892948370819	10.843820772611789	0.5476795395967646
045-09-1G05	0.8541734398819674	11.053675341192026	0.1483809720212188	26.784238903584857	0.07727506132723574
037-10-5E04	1.2961279127951562	6.859969626280044	0.7835136734698226	15.737529440364826	0.18894076554359432
01.z.01	1.0921184901773546	7.217163805013777	0.49033176526529665	16.67842052397007	0.15132239196492367
01.d.04	2.9657865905918515	1.31593955918028	3.1829798889286702	1.1339083067124538	2.2537407359645663
042-10-2D01	0.8614215855243373	14.82387515851983	0.15879728095002474	36.71538448974567	0.05811041824844609
W85-2E09	3.4482637906981424	0.6111550400171605	3.876347795063788	-0.7225762314577732	5.642207893108956
