closest_abs	Full_HA_H1_stem_avg_enrich	Full_HA_H1_stem_avg_enrich_normalized
31.a.55	154.6393761	501.35988094547827
16.ND.92	18.31895862	57.82185227461492
AG11-2F01	111.0904525	359.6672124417607
